protein_mention_id,doi,name,abbreviation,species_or_source,role,query,value_origin,source_database,match_status,qa_status,qa_note,uniprot_accession,uniprot_id,reviewed,protein_full_name,organism,sequence_length,molecular_mass_Da,sequence_available,pdb_cross_refs,result_count
2718,10.1002/admi.202002015,vitronectin,,serum,literature-discussed serum protein,vitronectin serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2187,10.1002/admi.202201226,bovine serum albumin,BSA,bovine,simulated protein contaminant/foulant,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1641,10.1002/admi.202500122,human serum albumin,HSA,human,single-protein foulant in SPR adsorption assay; described as the most abundant protein in blood,ALB human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1642,10.1002/admi.202500122,human blood plasma,BP,"human, citrated blood plasma",undiluted complex protein mixture foulant in SPR assay,"human blood plasma human, citrated blood plasma",external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1643,10.1002/admi.202500122,fibrin,,human blood-derived,qualitative thrombus/blood deposit marker,human fibrinogen fibrin human blood-derived,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1436,10.1002/admi.202500147,human serum albumin,HSA,human,primary albumin target and urinary biomarker,human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1437,10.1002/admi.202500147,bovine serum albumin,BSA,bovine,animal-derived albumin target for food testing,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1438,10.1002/admi.202500147,porcine serum albumin,PSA,porcine,animal-derived albumin target for food testing,porcine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1439,10.1002/admi.202500147,transferrin,Tf,,reference non-target protein,transferrin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1440,10.1002/admi.202500147,fibrinogen,Fib,,reference non-target protein,fibrinogen,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1441,10.1002/admi.202500147,immunoglobulin G,IgG,,reference non-target protein,immunoglobulin G,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1442,10.1002/admi.202500147,soy milk proteins,,soy milk,food matrix competitor proteins,soybean milk proteins soy milk,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3495,10.1002/admt.201800384,bovine serum albumin,BSA,bovine,model protein foulant for membrane filtration,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
940,10.1002/admt.202000911,bovine serum albumin,BSA,bovine,model absorption molecule; model fouling protein,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
941,10.1002/admt.202000911,fibrinogen,FIB,,model absorption molecule; model fouling protein,fibrinogen,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2702,10.1002/admt.202101396,avidin,Av,,immobilized affinity protein/probe for B4F capture,avidin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2703,10.1002/admt.202101396,anti-Kallikrein 3/PSA antibody,anti-PSA,,immobilized capture antibody,anti-Kallikrein 3/PSA antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2704,10.1002/admt.202101396,Recombinant Human Kallikrein 3/PSA Protein,PSA,recombinant human,target protein biomarker,KLK3 human recombinant human,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2705,10.1002/admt.202101396,anti-Kallikrein 3/PSA Antibody Alexa Fluor 488 conjugate,anti-PSA-AF488,,fluorescent reporter antibody,anti-Kallikrein 3/PSA Antibody Alexa Fluor 488 conjugate,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2706,10.1002/admt.202101396,plasma albumin,,,suggested future target protein,albumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2707,10.1002/admt.202101396,IgG,IgG,,suggested future target protein,immunoglobulin G,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2708,10.1002/admt.202101396,tumor necrosis factor alpha,TNF alpha,,suggested future target cytokine,TNF alpha,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2199,10.1002/admt.202400025,carbonic anhydrase,CA,experimental thermostable microbial carbonic anhydrase from Novozymes A/S,immobilized enzyme catalyst for CO2 hydration,microbial carbonic anhydrase Novozymes thermostable experimental thermostable microbial carbonic anhydrase from Novozymes A/S,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2200,10.1002/admt.202400025,NZCA stock enzyme solution,NZCA,Novozymes A/S,stock enzyme solution added to hydrogel ink,NZCA Novozymes carbonic anhydrase Novozymes A/S,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2201,10.1002/admt.202400025,FITC-labeled carbonic anhydrase,FITC-CA,carbonic anhydrase labeled with FluoroTag FITC Conjugation Kit,fluorescent tracer for enzyme distribution in hydrogel,carbonic anhydrase carbonic anhydrase labeled with FluoroTag FITC Conjugation Kit,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3017,10.1002/adsr.202400198,Bovine Serum Albumin,BSA,bovine,antifouling coating component and fouling challenge protein,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3018,10.1002/adsr.202400198,green fluorescent protein,GFP,,model protein for visualizing co-deposition,green fluorescent protein,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3019,10.1002/adsr.202400198,Protein A/G,Protein A/G,recombinant,IgG Fc-binding capture protein,recombinant Protein A/G,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3020,10.1002/adsr.202400198,anti-Haptoglobin antibody,,,IgG antibody ligand for haptoglobin detection,anti-Haptoglobin antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3021,10.1002/adsr.202400198,anti-Cortisol antibody,,,IgG antibody ligand for cortisol detection,anti-Cortisol antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3022,10.1002/adsr.202400198,haptoglobin,HAP,bovine haptoglobin protein obtained from Fitzgerald,target biomarker protein,bovine haptoglobin bovine haptoglobin protein obtained from Fitzgerald,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3023,10.1002/adsr.202400198,C-Reactive Protein,CRP,,biomarker panel member,bovine C-reactive protein,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3024,10.1002/adsr.202400198,Substance-P,SP,,biomarker panel member,Substance P bovine,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3025,10.1002/adsr.202400198,Serum Amyloid A,SAA,,biomarker panel member,bovine serum amyloid A,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3026,10.1002/adsr.202400198,serum proteins,,sterile serum; fetal bovine serum,complex fouling matrix,serum proteins sterile serum; fetal bovine serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2455,10.1002/adtp.202500135,collagen type II,CII,bovine,immobilized autoantigen and mouse immunization antigen,bovine collagen type II alpha 1 chain,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2456,10.1002/adtp.202500135,CII-specific autoantibodies,anti-CII IgG,CIA mouse serum and whole blood,target protein captured by hydrogel,mouse immunoglobulin gamma anti collagen II CIA mouse serum and whole blood,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2457,10.1002/adtp.202500135,immunoglobulin G,IgG,mouse,autoantibody class,mouse IgG,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2458,10.1002/adtp.202500135,IgG1,IgG1,mouse serum,measured antibody subtype in CIA model,mouse IgG1 mouse serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2459,10.1002/adtp.202500135,IgG2c,IgG2c,mouse serum,measured antibody subtype in CIA model,mouse IgG2c mouse serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2687,10.1002/advs.201800711,bovine serum albumin,BSA,bovine,model protein for nonspecific adsorption and antifouling evaluation,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
671,10.1002/aic.10482,alpha-lactalbumin,alpha-LA,Sigma Chemical Co.,model adsorbate protein,alpha-lactalbumin Sigma Chemical Co.,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
672,10.1002/aic.10482,ovalbumin,OVA,Sigma Chemical Co.,model adsorbate protein,ovalbumin Sigma Chemical Co.,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
673,10.1002/aic.10482,bovine serum albumin,BSA,bovine; Sigma Chemical Co.,model adsorbate protein,bovine serum albumin bovine; Sigma Chemical Co.,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
674,10.1002/aic.10482,cytochrome c,,,prior-work comparator protein,cytochrome c,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
675,10.1002/aic.10482,myoglobin,,,prior-work comparator protein,myoglobin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2453,10.1002/aic.690490510,myoglobin,,,target adsorbate protein,myoglobin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1059,10.1002/anbr.202000079,human serum albumin,HSA,human,"template protein, model target protein, serum biomarker",human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1060,10.1002/anbr.202000079,transferrin,Trf,human blood,reference protein for selectivity,human transferrin human blood,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1061,10.1002/anbr.202000079,cytochrome c,Cyt,,reference protein for selectivity,cytochrome c,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1062,10.1002/anbr.202000079,serum proteins,,human clinical serum,real-sample matrix components,serum proteins human clinical serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3309,10.1002/anie.201310385,unspecified proteins,,,protein adsorption/biofouling challenge,unspecified proteins,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3173,10.1002/anie.201404323,collagen I,,,FITC-labeled fouling test protein,collagen type I,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3174,10.1002/anie.201404323,anti-CD4 antibody,,,immobilized cell-capture antibody,anti-CD4 antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3175,10.1002/anie.201404323,anti-CD8 antibody,,,immobilized cell-capture antibody,anti-CD8 antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3176,10.1002/anie.201404323,anti-tumor necrosis factor-alpha antibody,anti-TNF-alpha,anti-human,immobilized cytokine-capture antibody,anti-tumor necrosis factor-alpha antibody anti-human,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3177,10.1002/anie.201404323,tumor necrosis factor-alpha,TNF-alpha,human,secreted cytokine target detected on antibody-functionalized photogel,human TNF alpha,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3178,10.1002/anie.201404323,FITC-anti-CD3,,,flow cytometry staining antibody,FITC-anti-CD3,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3179,10.1002/anie.201404323,PE-anti-CD4,,,flow cytometry staining antibody,PE-anti-CD4,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3180,10.1002/anie.201404323,PE-anti-CD8,,,flow cytometry staining antibody,PE-anti-CD8,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2419,10.1002/anie.201404881,hen egg white lysozyme,lysozyme,hen egg white,target enzyme,hen egg white lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2886,10.1002/anie.201612667,trypsin,,,template molecule and target protein,trypsin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2887,10.1002/anie.201612667,horseradish peroxidase,HRP,horseradish,polymerization initiator enzyme immobilized on glass beads,horseradish peroxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1006,10.1002/anie.201700647,human serum albumin,HSA,human,"template molecule, adsorption target, dysopsonic corona protein",human serum albumin ALB,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1007,10.1002/anie.201700647,rhodamine-labeled human serum albumin,R-HSA,human,FRET probe for in vivo binding,human serum albumin ALB,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1008,10.1002/anie.201700647,immunoglobulin G,IgG,plasma protein component,selectivity comparator protein,immunoglobulin G plasma protein component,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1009,10.1002/anie.201700647,fibrinogen,Fib,plasma protein component,selectivity comparator protein,fibrinogen plasma protein component,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1010,10.1002/anie.201700647,gamma-globulin,,plasma protein fraction,plasma concentration comparator,gamma globulin plasma protein fraction,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1011,10.1002/anie.201700647,mouse serum albumin,,mouse bloodstream,endogenous albumin competitor/replacement protein,mouse serum albumin Alb mouse bloodstream,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2897,10.1002/anie.201713428,streptavidin,SA,,model protein and antibody conjugation component,streptavidin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2898,10.1002/anie.201713428,Avastin,,bevacizumab therapeutic anti-VEGF antibody,therapeutic antibody cargo,bevacizumab bevacizumab therapeutic anti-VEGF antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2899,10.1002/anie.201713428,streptavidin-Avastin conjugate,SA-Avastin,streptavidin conjugated to Avastin,affinity-bound antibody conjugate cargo,streptavidin bevacizumab conjugate streptavidin conjugated to Avastin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2900,10.1002/anie.201713428,Avidin,,,assay binding protein,avidin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2901,10.1002/anie.201713428,VEGF165,VEGF,,Avastin binding target and bioactivity assay factor,VEGF165 human,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2183,10.1002/anie.201805772,trypsin,T,,"template protein, target protein, comparator for pepsin-imprinted nanogel",trypsin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2184,10.1002/anie.201805772,pepsin,P,,"template protein, target protein, comparator for trypsin-imprinted nanogel",pepsin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2185,10.1002/anie.201805772,albumin,,,matrix protein / excess background protein,albumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2186,10.1002/anie.201805772,five reference proteins,,,cross-reactivity controls,five reference proteins,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3157,10.1002/anie.202002331,horseradish peroxidase,HRP,horseradish,biocatalyst for interfacial ATRP; natural enzyme comparator concept for POD-like activity,horseradish peroxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3158,10.1002/anie.202002331,superoxide dismutase,SOD,,enzyme activity mimicked by MPGs,superoxide dismutase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3159,10.1002/anie.202002331,peroxidase,POD,,enzyme activity mimicked by MPGs,peroxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1131,10.1002/anie.202106507,Hepatitis A Virus Cell Receptor-1,HAVCR-1,UniProtKB Q96D42; recombinant protein expressed in HEK293 cells for binding assays,target protein,Q96D42 HAVCR-1 UniProtKB Q96D42; recombinant protein expressed in HEK293 cells for binding assays,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
